12,3,0,0,0,0,0,1,0,1,0,0,0.0000,2,2,1.5850,1,0,0,0,0,0,0,f
14,2,0,0,0,0,0,2,0,0,0,0,0.0000,2,2,-0.0000,0,0,0,0,0,0,0,f
33,7,0,0,0,0,0,3,0,1,0,1,0.0000,2,2,1.8424,0,0,0,0,0,0,0,o
30,7,0,0,0,0,0,0,0,3,0,1,0.1667,2,2,1.4488,0,1,0,0,0,0,0,o
13,2,1,0,0,0,0,2,0,0,0,0,1.0000,2,2,1.0000,0,0,0,0,0,0,0,o
19,4,0,0,0,0,0,1,0,2,0,0,0.3333,2,2,1.5000,0,1,0,0,0,0,0,o
25,7,0,0,0,0,0,1,1,1,0,1,0.0000,2,2,2.5216,0,1,0,0,0,0,0,f
13,2,0,0,0,0,0,2,0,0,0,0,0.0000,2,2,-0.0000,0,0,0,0,0,0,0,f
36,6,0,0,0,0,0,2,1,1,0,0,0.0000,2,2,2.2516,0,0,0,0,1,0,0,o
22,5,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.9219,0,0,0,0,0,0,0,o
34,7,0,0,0,0,0,6,0,0,0,0,0.7500,2,2,1.1488,0,0,0,0,1,0,0,o
19,3,0,0,0,0,0,1,0,2,0,0,0.5000,2,2,0.9183,1,0,0,0,0,0,0,f
29,6,0,1,0,0,0,1,0,1,0,1,0.0000,2,2,2.2516,1,0,1,0,0,0,0,f
14,3,0,0,0,0,0,0,0,2,0,0,0.0000,2,2,0.9183,0,1,0,0,0,0,0,o
22,5,0,0,0,0,0,3,0,1,0,0,0.2500,2,2,1.3710,1,0,0,0,0,0,0,o
23,4,0,0,0,0,0,2,0,1,0,0,0.3333,2,2,1.5000,0,0,0,0,0,0,0,o
21,5,0,0,0,0,0,1,0,1,0,1,0.0000,2,2,1.9219,0,0,0,0,0,0,0,o
31,7,0,0,0,0,0,2,1,0,1,0,0.1667,2,2,2.5216,1,1,0,1,0,0,0,f
37,7,0,0,0,0,0,2,0,2,0,1,0.0000,2,2,2.2359,0,0,0,0,0,0,0,o
14,3,0,1,0,0,0,0,1,0,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
18,3,0,0,0,0,0,0,0,2,1,0,0.5000,2,2,0.9183,0,0,0,1,0,0,0,o
23,5,0,0,0,0,0,1,0,1,1,0,0.0000,2,2,2.3219,0,0,0,1,0,0,0,f
20,4,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,1.5000,1,0,0,0,0,0,0,o
16,2,0,1,0,0,0,1,0,0,0,0,1.0000,2,2,1.0000,0,0,1,0,0,0,0,f
18,3,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,0.9183,1,0,0,0,0,0,0,f
21,4,0,0,0,0,0,1,1,1,0,0,0.0000,2,2,2.0000,0,0,0,0,0,0,0,o
24,5,0,0,0,0,0,2,0,1,0,0,0.2500,2,2,1.9219,0,0,0,0,0,0,0,o
21,4,0,0,0,0,0,2,0,1,0,1,0.0000,2,2,2.0000,1,0,0,1,0,0,0,o
34,4,0,0,0,0,0,1,0,2,0,0,0.0000,2,2,1.5000,1,0,0,0,0,0,0,o
24,4,0,1,0,0,0,2,1,0,0,0,0.0000,2,2,2.0000,1,0,1,0,0,0,0,o
16,4,0,0,0,0,0,0,1,1,1,1,0.0000,2,2,2.0000,0,0,0,0,1,0,0,o
30,4,0,1,0,0,0,1,0,1,0,0,0.3333,2,2,2.0000,0,0,0,0,0,0,0,f
27,4,0,0,0,0,0,2,1,0,0,0,0.3333,2,2,1.5000,0,0,0,0,1,0,0,f
20,4,0,0,0,0,0,1,0,1,1,1,0.0000,2,2,2.0000,1,0,0,1,0,0,0,f
16,4,0,1,0,0,0,1,0,1,0,1,0.0000,2,2,2.0000,1,0,1,0,0,0,0,f
13,3,0,0,0,0,0,1,0,1,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
14,2,0,0,0,0,0,0,1,0,1,0,0.0000,2,2,1.0000,0,0,0,0,0,0,0,o
26,6,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,2.2516,0,0,0,0,0,0,0,f
20,2,0,0,0,0,0,2,0,0,0,0,0.0000,2,2,-0.0000,0,0,0,0,0,0,0,o
19,4,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.5000,0,0,0,0,0,0,0,f
24,4,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,1.5000,1,0,0,0,0,0,0,o
15,3,0,0,0,0,0,0,0,1,1,0,0.0000,2,2,0.9183,0,0,0,1,0,0,0,o
15,3,0,0,0,0,0,0,2,0,1,0,0.0000,2,2,0.9183,0,0,0,1,0,0,0,o
24,4,0,0,0,0,0,1,0,1,1,0,0.0000,2,2,2.0000,0,0,0,0,0,0,0,f
27,4,0,0,0,0,0,1,1,1,0,0,0.0000,2,2,2.0000,0,0,0,0,1,0,0,o
14,3,0,0,0,0,0,1,0,0,0,1,0.0000,2,2,1.5850,0,0,0,1,0,0,0,f
22,3,0,0,0,0,0,2,1,0,0,0,0.0000,2,2,0.9183,1,0,0,0,1,0,0,f
20,4,0,0,0,0,0,2,0,0,0,0,0.3333,2,2,1.5000,0,0,0,0,0,0,0,o
14,3,0,0,0,0,0,1,0,1,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
19,3,0,0,0,0,0,1,0,1,0,0,0.5000,2,2,1.5850,0,0,0,0,0,0,0,o
21,4,0,1,0,0,0,2,0,0,0,0,0.0000,2,2,1.5000,1,0,1,0,0,0,0,o
36,7,0,1,0,0,0,1,1,1,0,1,0.0000,2,2,2.5216,1,1,1,0,0,0,0,o
29,5,0,0,0,0,0,2,0,1,0,0,0.2500,2,2,1.9219,1,0,0,0,0,0,0,o
29,7,0,0,0,0,0,3,0,1,0,1,0.1667,2,2,2.1281,0,0,0,0,0,0,0,o
26,6,0,0,0,0,0,4,0,0,0,0,0.0000,2,2,1.2516,1,0,0,0,0,0,0,o
17,4,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,1.5000,1,0,0,0,0,0,0,f
23,6,0,0,0,0,0,0,0,2,1,1,0.0000,2,2,1.9183,0,0,0,1,0,0,0,o
21,6,0,1,0,0,0,2,0,1,0,1,0.0000,2,2,2.2516,1,0,1,0,0,0,0,f
24,6,0,0,0,0,0,0,0,2,1,1,0.0000,2,2,1.9183,0,0,0,1,0,0,0,o
28,5,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.9219,0,0,0,0,0,0,0,o
18,4,0,0,0,0,0,0,1,1,0,1,0.0000,2,2,1.5000,0,1,0,0,0,0,0,f
41,6,0,0,0,0,0,1,0,3,1,1,0.0000,2,2,1.7925,0,0,0,1,0,0,0,o
23,5,0,1,0,0,0,2,0,1,0,0,0.0000,2,2,1.9219,1,0,1,0,0,0,0,o
23,5,0,0,0,0,0,0,0,2,0,1,0.0000,2,2,1.5219,0,0,0,0,0,0,0,f
21,5,0,0,0,0,0,1,0,3,0,1,0.6667,2,2,1.3710,0,0,0,0,1,0,0,o
24,6,0,1,0,0,0,2,0,0,0,0,0.0000,2,2,2.2516,1,0,1,1,0,0,0,o
24,5,0,0,0,0,0,1,0,1,0,1,0.0000,2,2,2.3219,0,0,0,0,0,0,0,f
11,2,0,1,0,0,0,1,0,0,0,0,0.0000,2,2,1.0000,1,0,0,0,0,0,0,f
29,6,0,0,0,0,0,2,0,2,0,1,0.0000,2,2,1.9183,0,0,0,0,1,0,0,o
22,5,0,1,0,0,0,1,0,1,0,1,0.0000,2,2,2.3219,1,0,1,1,0,0,0,f
12,3,0,0,0,0,0,1,0,0,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
22,4,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.5000,1,0,0,0,0,0,0,o
12,2,0,1,0,0,0,1,0,0,0,0,0.0000,2,2,1.0000,1,0,1,0,0,0,0,f
7,1,0,0,0,0,1,0,0,0,0,0,0,2,2,-0.0000,0,0,0,0,0,0,0,f
31,5,0,0,0,0,0,1,1,2,0,1,0.0000,2,2,1.9219,0,0,0,1,1,0,0,o
20,3,0,0,0,0,0,0,0,1,0,1,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
20,5,0,0,0,0,0,0,1,1,0,1,0.0000,2,2,1.9219,0,1,0,0,0,0,0,o
23,6,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.9183,0,1,0,0,0,0,0,f
12,3,0,0,0,0,0,2,0,0,0,0,0.0000,2,2,0.9183,0,0,0,0,0,0,0,f
19,3,0,0,0,0,0,0,1,0,1,0,0.0000,2,2,1.5850,0,1,0,0,0,0,0,o
15,3,0,0,0,0,0,0,1,2,0,0,0.5000,2,2,0.9183,0,1,0,0,0,0,0,o
24,4,0,0,0,0,0,2,1,0,0,0,0.0000,2,2,1.5000,1,0,0,0,1,0,0,o
23,5,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.9219,1,1,0,0,0,0,0,f
19,3,0,0,0,0,0,0,0,1,1,0,0.0000,2,2,1.5850,0,0,0,1,0,0,0,o
28,7,0,0,0,0,0,4,0,1,0,0,0.0000,2,2,1.6645,0,0,0,0,0,0,0,o
33,7,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,2.2359,0,1,0,0,0,0,0,f
25,3,1,0,0,0,0,2,1,0,0,0,0.5000,2,2,1.5850,0,0,0,0,0,0,0,o
30,4,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,1.5000,1,0,0,0,0,0,0,f
11,2,0,1,0,0,0,1,0,0,0,0,1.0000,2,2,1.0000,1,0,1,0,0,0,0,f
19,4,0,0,0,0,0,1,1,0,0,0,0.0000,2,2,2.0000,0,0,0,0,1,0,0,f
30,5,0,0,0,0,0,3,0,1,0,0,0.0000,2,2,1.3710,1,0,0,0,0,0,0,o
20,5,0,0,0,0,0,2,0,1,0,0,0.2500,2,2,2.3219,1,0,0,0,0,0,0,f
17,3,0,1,0,0,0,1,1,0,0,0,0.5000,2,2,1.5850,1,0,0,0,1,0,0,o
28,6,0,0,0,0,0,0,0,3,1,1,0.0000,2,2,1.7925,0,1,0,1,0,0,0,o
12,3,0,1,0,0,0,1,1,0,0,0,0.0000,2,2,1.5850,0,0,0,1,0,0,0,f
16,3,0,0,0,0,0,0,0,1,0,1,0.0000,2,2,1.5850,0,0,1,0,0,0,0,o
29,6,0,0,0,0,0,2,0,1,1,0,0.0000,2,2,2.5850,0,0,0,1,1,0,0,o
41,8,0,0,0,0,0,3,1,2,0,1,0.0000,2,2,2.1556,0,0,0,0,0,0,0,o
22,5,0,0,0,0,0,1,0,1,0,0,0.0000,2,2,2.3219,1,0,0,0,0,0,0,o
32,5,0,0,0,0,0,2,1,1,0,0,0.2500,2,2,2.3219,0,0,0,0,1,0,0,o
16,2,0,0,0,0,0,0,0,1,1,0,0.0000,2,2,1.0000,0,0,0,1,0,0,0,o
13,4,0,0,0,0,0,1,0,1,0,1,0.0000,2,2,2.0000,0,0,0,0,0,0,0,o
37,7,0,1,0,0,0,2,2,0,0,0,0.0000,2,2,2.2359,1,0,1,0,1,0,0,f
17,3,0,1,0,0,0,0,1,1,0,0,0.5000,2,2,1.5850,0,1,0,0,0,0,0,o
21,4,0,1,0,0,0,2,0,0,0,0,0.0000,2,2,1.5000,1,0,1,0,0,0,0,f
22,4,0,0,0,0,0,3,0,1,0,0,0.3333,2,2,1.5000,0,1,0,0,0,0,0,f
30,5,0,0,0,0,0,1,0,2,1,1,0.0000,2,2,1.9219,0,0,0,1,0,0,0,o
21,4,0,0,0,0,0,3,0,1,0,0,0.0000,2,2,0.8113,1,0,0,0,0,0,0,o
29,8,0,0,0,0,0,1,1,1,0,1,0.1429,2,2,2.7500,0,0,0,0,1,0,0,o
31,5,0,0,0,0,0,3,0,1,0,0,0.0000,2,2,1.3710,0,0,0,0,0,0,0,o
21,4,0,0,0,0,0,2,0,0,0,0,0.0000,2,2,1.5000,1,0,0,0,0,0,0,o
27,5,0,0,0,0,0,3,0,1,0,1,0.0000,2,2,1.9219,1,0,0,1,1,0,0,o
19,4,0,1,0,0,0,2,0,0,0,0,0.0000,2,2,1.5000,1,0,1,0,0,0,0,f
25,6,0,0,0,0,0,1,0,1,0,1,0.0000,2,2,2.5850,0,0,0,0,0,0,0,o
18,3,0,0,0,0,0,1,0,1,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
31,5,0,0,0,0,0,2,1,1,0,0,0.2500,2,2,2.3219,0,1,0,0,0,0,0,o
12,1,0,0,0,0,1,0,0,0,0,0,0,2,2,-0.0000,0,0,0,0,0,0,0,f
29,6,0,1,0,0,0,2,0,1,1,1,0.2000,2,2,2.5850,1,0,0,1,0,0,0,o
30,7,0,0,0,0,0,3,0,1,0,1,0.0000,2,2,2.1281,0,0,0,0,0,0,0,o
25,4,0,0,0,0,0,1,1,1,1,0,0.0000,2,2,2.0000,0,0,0,1,1,0,0,o
24,4,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.5000,1,1,0,0,0,0,0,f
32,6,0,0,0,0,0,4,0,1,0,0,0.2000,2,2,1.9183,0,0,0,0,0,0,0,o
26,6,0,0,0,0,0,1,0,0,1,1,0.0000,2,2,2.2516,0,0,0,0,0,0,0,o
15,3,0,0,0,0,0,1,0,0,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
33,7,0,0,0,0,0,1,1,2,1,0,0.0000,2,2,2.5216,0,1,0,0,0,0,0,o
29,6,0,0,0,0,0,2,0,1,0,1,0.0000,2,2,2.2516,1,0,0,0,0,0,0,o
25,6,0,0,0,0,0,2,0,1,0,1,0.0000,2,2,2.2516,1,0,0,1,0,0,0,f
18,3,0,0,0,0,0,1,0,1,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
20,5,0,0,0,2,0,0,1,0,0,1,0.0000,2,2,1.9219,0,0,0,0,0,0,0,o
31,7,0,0,0,0,0,2,1,1,0,1,0.0000,2,2,2.5216,0,0,0,0,1,0,0,o
15,2,0,0,0,0,0,1,1,0,0,0,1.0000,2,2,1.0000,0,0,0,0,1,0,0,o
28,6,0,1,0,0,0,2,0,1,1,1,0.2000,2,2,2.5850,1,0,0,1,0,0,0,o
13,2,0,1,0,0,0,1,0,0,0,0,1.0000,2,2,1.0000,1,0,1,0,0,0,0,f
30,7,0,0,0,0,0,2,0,2,0,1,0.0000,2,2,2.2359,1,0,0,1,0,0,0,f
24,5,0,0,0,0,0,1,0,2,1,0,0.0000,2,2,1.9219,0,0,0,0,0,0,0,o
32,6,0,0,0,0,0,1,0,3,0,1,0.0000,2,2,1.7925,0,1,0,0,0,0,0,o
19,4,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,2.0000,1,0,0,0,1,0,0,o
12,3,0,1,0,0,0,0,0,1,0,1,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
18,4,0,0,0,0,0,0,0,1,1,1,0.0000,2,2,2.0000,0,0,0,0,0,0,0,o
18,5,0,0,0,0,0,1,0,1,1,1,0.2500,2,2,2.3219,0,0,0,1,0,0,0,o
21,4,0,0,0,0,0,1,0,1,0,1,0.0000,2,2,2.0000,1,0,0,0,0,0,0,o
12,3,0,1,0,0,0,0,2,0,0,0,0.0000,2,2,0.9183,0,0,1,0,0,0,0,f
34,6,0,0,0,0,0,4,0,1,0,0,0.0000,2,2,1.2516,0,0,0,0,1,0,0,o
10,2,0,0,0,0,0,0,0,1,1,0,0.0000,2,2,1.0000,0,0,0,1,0,0,0,o
19,4,0,0,0,0,0,0,0,1,0,1,0.0000,2,2,0.8113,0,0,0,0,0,0,0,f
20,4,0,0,0,0,0,1,1,0,0,0,0.0000,2,2,2.0000,0,1,0,0,0,0,0,o
30,5,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,1.9219,0,0,0,0,0,0,0,o
21,4,0,0,0,0,0,0,1,1,1,1,0.3333,2,2,2.0000,0,1,0,1,0,0,0,o
21,4,0,0,0,0,0,1,0,2,0,1,0.3333,2,2,1.5000,0,0,0,0,0,0,0,o
25,5,0,1,0,0,0,2,0,0,0,0,0.0000,2,2,1.9219,1,0,1,0,0,0,0,f
14,3,0,0,0,0,0,1,0,1,0,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
13,4,0,0,0,0,0,2,0,0,0,0,0.0000,2,2,1.5000,0,0,0,0,0,0,0,f
27,5,0,0,0,0,0,2,0,1,1,1,0.2500,2,2,2.3219,1,0,0,1,0,0,0,o
14,3,0,1,0,0,0,2,0,0,0,0,0.0000,2,2,0.9183,1,0,1,0,0,0,0,f
16,4,0,0,0,0,0,0,0,2,0,1,0.0000,2,2,1.5000,0,0,0,0,0,0,0,o
17,2,1,0,0,0,0,2,0,0,0,0,1.0000,2,2,-0.0000,1,0,0,0,0,0,0,o
20,4,0,0,0,0,0,1,0,1,0,1,0.0000,2,2,2.0000,0,0,0,0,0,0,0,f
18,4,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.5000,0,0,0,0,0,0,0,o
26,5,0,0,0,0,0,1,0,2,0,1,0.0000,2,2,1.9219,0,0,0,0,0,0,0,o
29,5,0,0,0,0,0,3,0,1,0,0,0.0000,2,2,1.3710,0,0,0,0,0,0,0,o
25,7,0,0,0,0,0,2,0,1,0,0,0.0000,2,2,1.9502,1,0,0,0,0,0,0,f
17,3,0,0,0,0,0,1,0,1,1,0,0.0000,2,2,1.5850,0,0,0,0,0,0,0,o
