22,4,0,0,0,0,0,2,0,1,0,1,1.5000,1.0000,2,2,0,0,1,0.2000,0.3000,1
23,4,0,0,0,0,0,3,0,0,0,0,1.5000,1.0000,2,2,0,0,1,0.3000,0.5000,0
21,5,0,0,0,0,0,3,0,0,0,0,1.5219,0.0000,2,2,0,0,0,0.1000,0.0500,0
17,3,0,0,0,0,0,2,0,1,0,0,1.5850,0.5000,2,2,0,0,1,0.4000,0.3500,1
42,9,0,0,0,1,0,3,1,1,1,0,2.7255,0.1250,2,2,0,0,1,0.4000,0.4000,0
21,3,0,0,0,0,0,1,0,2,0,0,0.9183,0.0000,2,2,0,0,2,1,0.5000,1
27,6,0,0,0,2,0,4,0,0,0,0,1.4591,2.0000,2,2,0,0,1,0.0000,0.0500,0
9,3,0,1,0,0,0,1,0,0,0,0,1.5850,0,2,2,0,0,1,0.0000,0.0000,0
34,6,0,0,0,0,0,3,0,0,1,0,2.2516,1.0000,2,2,0,0,1,0.2000,0.1500,0
32,7,0,1,0,0,0,1,0,3,0,1,2.1281,0.0000,2,2,1,1,2,1,0.5000,1
21,3,0,0,0,0,1,2,0,0,0,0,1.5850,2.0000,2,2,0,0,1,0.4000,0.4000,1
26,5,0,0,0,0,0,2,0,1,0,1,1.9219,0.0000,2,2,1,1,2,1,0.4000,1
18,5,0,0,0,0,0,2,0,1,0,0,1.9219,0.2500,2,2,0,1,2,1,0.3000,0
16,3,0,0,0,0,0,1,0,1,0,1,1.5850,0.5000,2,2,0,0,1,0.2000,0.1000,0
21,4,1,0,0,0,0,3,0,0,0,0,1.5000,0.3333,2,2,0,1,1,0.2000,0.3500,1
15,4,0,0,1,1,0,1,0,1,0,0,2.0000,0.3333,2,2,0,0,1,0.0000,0.0000,0
17,4,0,0,0,0,0,1,0,2,0,1,1.5000,0.3333,2,2,0,0,1,0.0000,0.0500,0
27,7,0,0,0,0,0,2,0,1,1,1,2.5216,0.1667,2,2,0,1,2,1,0.0000,0
21,4,0,0,0,0,0,2,0,1,0,1,1.5000,0.3333,2,2,0,0,2,1,0.0000,1
17,4,0,0,0,0,0,1,0,1,0,0,2.0000,0.0000,2,2,0,0,2,1,0.4000,1
18,4,0,0,0,0,0,2,0,0,0,0,2.0000,0.0000,2,2,0,1,1,0.8000,0.7000,1
21,5,0,0,0,0,0,2,0,1,0,0,1.5219,0.0000,2,2,0,0,2,1,0.2000,0
20,3,0,0,0,0,0,2,0,0,1,0,1.5850,0.0000,2,2,0,1,1,0.2000,0.1000,0
17,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.5000,2,2,0,0,1,0.5000,0.5000,0
20,4,0,0,0,0,0,1,0,1,0,1,2.0000,0.0000,2,2,0,1,2,1,0.8000,1
21,3,0,0,0,0,0,1,1,0,0,0,1.5850,0.5000,2,2,0,0,2,1,0.0000,0
29,5,0,0,0,0,0,5,0,0,0,0,0.9710,0.0000,2,2,0,0,1,0.5000,0.3500,0
24,4,0,0,0,0,0,2,1,0,0,0,1.5000,0.0000,2,2,0,0,2,1,0.5000,0
20,4,0,0,0,0,0,1,1,0,0,0,2.0000,0.0000,2,2,0,0,2,1,0.7000,1
34,3,0,0,0,0,0,1,0,1,0,0,1.5850,0.5000,2,2,0,0,2,0,0.0000,0
22,4,0,0,0,0,0,1,1,1,0,0,2.0000,0.0000,2,2,1,1,2,1,0.8000,1
16,4,0,0,0,0,0,2,0,1,0,0,1.5000,0.3333,2,2,0,0,1,0.0000,0.0500,0
21,5,0,0,0,0,0,2,0,1,0,0,1.9219,0.0000,2,2,0,1,2,1,0.5000,1
19,4,0,0,0,0,0,1,1,1,0,0,2.0000,0.3333,2,2,0,0,2,1,0.4000,1
17,4,0,0,0,0,0,1,0,1,0,0,2.0000,0.0000,2,2,0,0,2,1,0.6000,1
26,5,0,0,0,0,0,3,0,1,0,0,1.9219,0.0000,2,2,0,1,1,0.6000,0.6000,1
21,4,0,0,0,0,0,3,0,0,0,0,1.5000,0,2,2,0,0,0,0.0000,0.0000,0
18,4,0,0,0,0,0,1,0,1,0,0,2.0000,0.0000,2,2,0,0,2,1,0.7000,1
31,6,0,0,0,0,0,1,0,0,0,0,0.6500,0,2,2,0,0,1,0.0000,0.1000,0
17,3,0,0,0,0,0,2,0,1,0,0,1.5850,0.5000,2,2,0,0,1,0.1000,0.1500,1
22,4,0,0,0,0,0,3,0,1,0,0,0.8113,0.3333,2,2,0,0,0,0.5000,0.4000,0
22,4,0,0,0,0,0,1,0,2,1,0,1.5000,0.0000,2,2,0,0,1,0.5000,0.4500,0
24,4,0,0,0,0,0,2,1,1,0,0,2.0000,0.0000,2,2,0,0,1,0.4000,0.2000,0
14,4,0,0,0,0,0,1,1,1,0,0,2.0000,0.0000,2,2,0,0,2,1,0.7000,1
22,4,0,0,0,0,0,1,1,1,0,1,2.0000,0.3333,2,2,0,0,1,0.5000,0.5500,0
21,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,2,0,0,2,1,0.4000,1
21,4,0,0,0,0,0,2,0,0,0,0,2.0000,0.3333,2,2,0,0,1,0.4000,0.4500,0
20,3,0,0,0,0,0,2,0,0,0,0,1.5850,0.5000,2,2,0,0,0,0.3000,0.4500,0
22,4,0,0,0,0,0,1,2,0,0,0,1.5000,1.0000,2,2,0,0,2,1,0.1000,0
21,4,0,1,0,0,0,2,0,1,0,0,1.5000,0.3333,2,2,0,1,2,1,0.1000,1
22,5,0,1,0,0,0,3,0,0,0,0,1.3710,0.2500,2,2,0,1,2,1,0.5000,1
21,3,0,1,0,0,0,0,1,0,1,0,1.5850,0.5000,2,2,0,0,2,1,0.4000,1
17,4,0,1,0,0,0,2,0,0,0,0,2.0000,0.3333,2,2,0,1,1,0.4000,0.2500,1
26,5,0,1,0,0,0,2,0,2,0,0,1.9219,0.2500,2,2,0,0,1,0.4000,0.3000,1
23,5,0,0,0,0,0,3,1,0,0,0,1.3710,1.5000,2,2,0,0,1,0.0000,0.0500,1
29,6,0,0,0,0,0,1,0,2,0,0,1.9183,0.0000,2,2,0,0,2,1,0.8000,1
25,5,0,1,0,0,0,2,1,0,0,0,1.9219,0.0000,2,2,0,1,2,1,0.5000,1
22,3,0,0,0,0,0,2,1,0,0,0,0.9183,0.0000,2,2,0,0,2,1,0.4000,1
25,6,0,0,0,0,0,2,0,1,0,1,2.2516,0.0000,2,2,1,1,2,1,0.5000,1
25,5,0,0,0,0,0,1,1,1,0,0,2.3219,0.0000,2,2,0,0,2,1,0.5000,0
24,5,0,0,0,0,0,3,1,0,0,0,1.3710,0.0000,2,2,0,1,2,1,0.2000,1
20,4,0,1,0,0,0,3,0,0,0,0,0.8113,0.5000,2,2,0,0,2,1,0.8000,1
